timestamp,hour,ac_device_name,ac_power_mode,ac_operation_mode,ac_run_state,ac_current_temp_c,ac_target_temp_c,ac_current_temp_f,ac_target_temp_f,ac_fan_speed,hwh_set_point_f,hwh_mode,hwh_mode_name,hwh_running,hwh_tank_health,hwh_compressor_health,hwh_todays_energy_kwh,hwh_connected,solar_current_power_w,solar_energy_lifetime_wh,solar_system_status,ac_recommendation,hwh_recommendation,overall_recommendation,recommendation_reason
2026-04-01 22:01:48,22,Air Conditioner,POWER_OFF,COOL,NORMAL,22.5,22,73,72,HIGH,126,3,ENERGY_SAVING,False,100,100,1.1,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:51:34,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.1,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:51:59,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:52:19,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:52:35,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.1,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:52:38,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:52:54,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:52:54,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:53:12,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:53:12,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:53:28,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:53:30,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:53:47,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:53:48,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:54:05,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:54:07,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:54:24,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:54:25,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:54:41,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:54:42,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:54:58,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:55:00,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:55:17,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:55:18,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:55:34,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:55:35,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:55:50,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:55:51,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:56:08,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:56:10,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:56:24,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:56:26,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:56:42,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:56:44,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:57:00,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:57:01,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:57:17,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:57:18,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:57:35,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:57:36,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:57:53,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:57:55,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:58:12,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:58:13,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:58:17,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:58:28,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:58:29,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:58:35,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:58:45,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:58:47,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:58:53,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:59:01,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:59:06,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:59:12,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:59:20,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:59:24,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:59:31,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 06:59:36,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:59:40,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:59:47,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:59:52,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 06:59:56,06,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:00:04,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:00:08,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:00:12,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:00:21,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:00:24,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:00:28,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:00:40,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:00:43,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:00:44,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:00:58,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:01:00,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:01:01,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:01:16,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:01:17,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:01:18,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:01:34,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,,,,,,,,,0,4511529,unavailable,OFF,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:01:34,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:01:35,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:19:27,07,,,,,,,,,,,,,,,,,,0,4511529,unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:19:27,07,,,,,,,,,,,,,,,,,,0,4511529,unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:19:28,07,,,,,,,,,,,,,,,,,,0,4511529,unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:39:22,07,,,,,,,,,,,,,,,,,,0,4511529,unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:39:22,07,,,,,,,,,,,,,,,,,,0,4511529,unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:39:23,07,,,,,,,,,,,,,,,,,,0,4511529,unavailable,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,Insufficient data
2026-04-02 07:39:40,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:39:41,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:39:43,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:39:59,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:39:59,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:40:02,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:40:19,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:40:19,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:40:20,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:40:37,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:40:37,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
2026-04-02 07:40:39,07,Air Conditioner,POWER_OFF,COOL,NORMAL,22,22,72,72,HIGH,126,3,ENERGY_SAVING,False,100,100,0.2,True,0,4511529,unavailable,OFF,OFF,CONSERVATIVE,"Minimal electrical usage, preserving energy"
